AgeGroup,Gender,Location,Employment,Income,Education,LegalIssue,LegalFrequency,UrgencyScore,FindLawyerMethod,MainDifficulty,TimeToFindLawyer,Satisfaction,AppInterest,PreferredConsultation,PayLikelihood,ConsultBudget,SubscriptionInterest,SubscriptionBudget,TrustFactor,AITrust,NPS
18-24,Male,Ulaanbaatar,Employee,4M-6M,HighSchool,Property,Yearly,2,OnlineSearch,SlowResponse,SameDay,4,No,Phone,1,50k-100k,Yes,<20k,Reviews,No,8
35-44,Female,Ulaanbaatar,Student,2M-4M,Bachelor,Divorce,Once,1,PersonalContact,SlowResponse,SeveralDays,3,Yes,Video,1,50k-100k,Yes,50k-100k,SecurePayments,Yes,0
55+,Female,Ulaanbaatar,Employee,<1M,Bachelor,Criminal,FewYears,1,OnlineSearch,TrustIssue,SameDay,4,Yes,Video,3,50k-100k,Yes,100k+,TransparentPricing,No,1
18-24,Male,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Divorce,Once,2,LawFirm,HighCost,SeveralDays,3,Yes,Chat,5,10k-30k,Yes,100k+,Reviews,Maybe,0
35-44,Male,Ulaanbaatar,Business Owner,1M-2M,Bachelor,Immigration,Once,3,LawFirm,TrustIssue,SameDay,4,Yes,Chat,4,30k-50k,Maybe,20k-50k,TransparentPricing,No,6
35-44,Male,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Divorce,FewYears,5,PersonalContact,ComplexProcess,SameDay,5,Yes,Chat,1,30k-50k,Maybe,100k+,TransparentPricing,Maybe,4
18-24,Male,Ulaanbaatar,Student,2M-4M,Bachelor,Other,FewYears,2,GovAid,ComplexProcess,Week+,5,Yes,Chat,1,50k-100k,Maybe,<20k,VerifiedLawyers,Maybe,2
45-54,Female,Rural,Unemployed,4M-6M,Master,Divorce,Yearly,4,LawFirm,ComplexProcess,SeveralDays,2,Maybe,Video,3,10k-30k,Yes,20k-50k,VerifiedLawyers,Maybe,1
18-24,Female,Rural,Student,<1M,HighSchool,Business,Once,3,SocialMedia,Transparency,SeveralDays,5,Yes,InPerson,5,Free,Maybe,100k+,SecurePayments,Yes,6
18-24,Female,Ulaanbaatar,Employee,6M+,Master,Property,Yearly,4,PersonalContact,ComplexProcess,Week+,5,Maybe,Phone,3,10k-30k,Maybe,<20k,SecurePayments,Maybe,3
18-24,Female,Ulaanbaatar,Freelancer,<1M,Bachelor,Business,FewYears,4,SocialMedia,Transparency,Week+,5,Yes,Chat,3,30k-50k,No,<20k,GovPartnership,No,10
18-24,Male,Ulaanbaatar,Employee,2M-4M,HighSchool,Business,Once,2,OnlineSearch,TrustIssue,SameDay,5,Yes,Phone,2,50k-100k,Maybe,100k+,TransparentPricing,Maybe,8
18-24,Male,Other City,Employee,4M-6M,Bachelor,Divorce,FewYears,4,LawFirm,Transparency,SeveralDays,3,Yes,Phone,3,Free,Yes,100k+,Reviews,Maybe,0
35-44,Female,Ulaanbaatar,Employee,1M-2M,HighSchool,Property,Once,4,LawFirm,SlowResponse,SameDay,1,Maybe,InPerson,1,100k+,No,50k-100k,TransparentPricing,No,10
18-24,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Other,Yearly,5,OnlineSearch,TrustIssue,SeveralDays,1,Yes,Chat,5,30k-50k,Maybe,20k-50k,GovPartnership,No,1
25-34,Female,Other City,Unemployed,1M-2M,Bachelor,Property,Once,4,PersonalContact,SlowResponse,Week+,5,Yes,InPerson,4,10k-30k,No,20k-50k,Reviews,Maybe,4
18-24,Female,Other City,Employee,1M-2M,HighSchool,Other,Once,1,SocialMedia,Transparency,<1hr,3,Maybe,InPerson,3,30k-50k,Yes,50k-100k,SecurePayments,Yes,2
25-34,Female,Rural,Student,<1M,Bachelor,Business,Once,3,GovAid,Transparency,<1hr,5,Maybe,Phone,4,50k-100k,Maybe,<20k,Reviews,No,7
25-34,Female,Other City,Freelancer,<1M,HighSchool,Property,FewYears,1,GovAid,HighCost,SeveralDays,2,Maybe,Phone,2,10k-30k,Yes,20k-50k,SecurePayments,No,5
18-24,Female,Other City,Student,2M-4M,Bachelor,Business,Once,1,OnlineSearch,SlowResponse,SameDay,3,Yes,Video,1,30k-50k,Yes,50k-100k,TransparentPricing,No,10
18-24,Male,Other City,Freelancer,<1M,Bachelor,Divorce,Once,1,PersonalContact,HighCost,SameDay,3,Yes,InPerson,4,Free,No,50k-100k,TransparentPricing,No,9
35-44,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Divorce,Once,4,OnlineSearch,TrustIssue,SameDay,1,Yes,Phone,3,30k-50k,Maybe,<20k,Reviews,Maybe,1
25-34,Male,Ulaanbaatar,Employee,Unknown,Master,Divorce,Once,4,OnlineSearch,HighCost,SeveralDays,1,No,InPerson,5,50k-100k,Yes,100k+,SecurePayments,Yes,5
25-34,Female,Ulaanbaatar,Employee,1M-2M,HighSchool,Business,Once,3,SocialMedia,TrustIssue,SeveralDays,5,Yes,InPerson,4,10k-30k,Maybe,<20k,SecurePayments,Maybe,0
45-54,Female,Rural,Student,<1M,HighSchool,Labor,FewYears,1,PersonalContact,HighCost,SameDay,2,Yes,Video,4,30k-50k,Maybe,<20k,VerifiedLawyers,Yes,8
55+,Other,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Criminal,FewYears,5,PersonalContact,SlowResponse,SeveralDays,4,Maybe,Video,3,10k-30k,Yes,50k-100k,TransparentPricing,Maybe,4
35-44,Male,Rural,Student,<1M,Master,Criminal,Once,5,PersonalContact,Transparency,<1hr,5,Maybe,Chat,2,10k-30k,Maybe,20k-50k,GovPartnership,Maybe,2
55+,Male,Ulaanbaatar,Student,<1M,Master,Business,FewYears,2,OnlineSearch,HighCost,Week+,2,Maybe,Chat,2,Free,Yes,<20k,VerifiedLawyers,No,6
18-24,Female,Other City,Business Owner,2M-4M,HighSchool,Criminal,Once,2,PersonalContact,HighCost,SeveralDays,3,Maybe,Chat,3,30k-50k,Maybe,20k-50k,Reviews,Maybe,4
18-24,Male,Ulaanbaatar,Business Owner,1M-2M,HighSchool,Labor,Yearly,3,PersonalContact,TrustIssue,SeveralDays,5,Yes,InPerson,1,30k-50k,No,20k-50k,VerifiedLawyers,Maybe,10
55+,Male,Other City,Employee,4M-6M,Bachelor,Business,Once,2,PersonalContact,Transparency,SameDay,5,Yes,Chat,2,Free,No,50k-100k,SecurePayments,No,5
25-34,Female,Ulaanbaatar,Student,6M+,HighSchool,Immigration,SeveralPerYear,5,LawFirm,ComplexProcess,SeveralDays,1,Yes,Chat,2,10k-30k,Yes,<20k,GovPartnership,Yes,1
25-34,Female,Rural,Student,<1M,HighSchool,Labor,Once,3,OnlineSearch,Transparency,SeveralDays,3,Yes,InPerson,5,50k-100k,Maybe,20k-50k,GovPartnership,Yes,7
55+,Male,Ulaanbaatar,Student,1M-2M,Master,Business,Once,5,LawFirm,SlowResponse,SeveralDays,4,Yes,Chat,3,10k-30k,Yes,100k+,GovPartnership,Yes,4
25-34,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Labor,FewYears,2,GovAid,HighCost,<1hr,5,Yes,Chat,5,10k-30k,Maybe,<20k,VerifiedLawyers,Maybe,0
45-54,Female,Ulaanbaatar,Student,<1M,HighSchool,Labor,Once,4,SocialMedia,Transparency,SeveralDays,1,Maybe,InPerson,1,30k-50k,Yes,50k-100k,GovPartnership,Maybe,9
35-44,Female,Other City,Employee,1M-2M,Bachelor,Business,Yearly,5,SocialMedia,TrustIssue,SeveralDays,2,Maybe,Chat,3,30k-50k,No,<20k,Reviews,Maybe,6
45-54,Male,Other City,Unemployed,<1M,Bachelor,Labor,Once,5,SocialMedia,SlowResponse,SeveralDays,2,No,Chat,1,Free,No,<20k,GovPartnership,Maybe,8
25-34,Female,Other City,Freelancer,Unknown,HighSchool,Other,SeveralPerYear,2,PersonalContact,ComplexProcess,Week+,4,Maybe,Chat,4,30k-50k,No,<20k,SecurePayments,Maybe,0
55+,Female,Other City,Student,2M-4M,Bachelor,Other,Yearly,3,PersonalContact,TrustIssue,SameDay,5,Maybe,Chat,4,30k-50k,No,<20k,TransparentPricing,Yes,8
18-24,Male,Ulaanbaatar,Employee,6M+,HighSchool,Business,Yearly,1,PersonalContact,Transparency,SameDay,2,Maybe,Video,2,10k-30k,Yes,<20k,Reviews,Yes,4
35-44,Female,Ulaanbaatar,Student,2M-4M,HighSchool,Divorce,SeveralPerYear,1,LawFirm,SlowResponse,SeveralDays,4,Yes,InPerson,4,10k-30k,Maybe,100k+,VerifiedLawyers,Maybe,0
18-24,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Divorce,Once,5,PersonalContact,ComplexProcess,Week+,3,Yes,Chat,4,10k-30k,Maybe,50k-100k,VerifiedLawyers,Yes,3
25-34,Female,Other City,Student,<1M,Doctorate,Other,FewYears,2,GovAid,ComplexProcess,Week+,3,No,Chat,4,30k-50k,Maybe,20k-50k,VerifiedLawyers,No,10
35-44,Male,Ulaanbaatar,Student,<1M,Bachelor,Business,FewYears,2,SocialMedia,TrustIssue,Week+,1,Yes,Phone,4,10k-30k,Yes,20k-50k,TransparentPricing,No,5
35-44,Female,Ulaanbaatar,Freelancer,1M-2M,Master,Immigration,Once,3,GovAid,ComplexProcess,SameDay,3,Maybe,Phone,4,30k-50k,Maybe,20k-50k,TransparentPricing,No,4
25-34,Female,Ulaanbaatar,Student,<1M,Bachelor,Labor,Once,3,PersonalContact,SlowResponse,SameDay,3,Maybe,Chat,4,10k-30k,Maybe,20k-50k,SecurePayments,No,2
45-54,Male,Ulaanbaatar,Student,2M-4M,Master,Business,Once,1,PersonalContact,TrustIssue,SeveralDays,2,Yes,Chat,5,50k-100k,Maybe,20k-50k,GovPartnership,No,9
18-24,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Business,FewYears,4,PersonalContact,ComplexProcess,Week+,5,Yes,Phone,4,30k-50k,Maybe,20k-50k,GovPartnership,Maybe,1
35-44,Female,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Divorce,FewYears,2,LawFirm,HighCost,SameDay,2,Maybe,InPerson,3,30k-50k,Yes,<20k,VerifiedLawyers,Maybe,5
18-24,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Criminal,Yearly,1,LawFirm,ComplexProcess,SeveralDays,3,Maybe,Phone,4,10k-30k,Maybe,50k-100k,TransparentPricing,Maybe,4
35-44,Female,Ulaanbaatar,Business Owner,1M-2M,HighSchool,Property,Once,5,LawFirm,ComplexProcess,SeveralDays,1,Maybe,Chat,4,50k-100k,Yes,20k-50k,TransparentPricing,Yes,7
18-24,Female,Other City,Employee,<1M,Bachelor,Labor,Yearly,4,SocialMedia,ComplexProcess,SameDay,3,Yes,Chat,3,Free,Yes,20k-50k,TransparentPricing,Maybe,0
18-24,Female,Ulaanbaatar,Employee,4M-6M,HighSchool,Divorce,Yearly,3,PersonalContact,Transparency,SameDay,2,Yes,InPerson,1,30k-50k,Maybe,50k-100k,Reviews,No,1
35-44,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Other,FewYears,3,LawFirm,Transparency,Week+,3,Yes,InPerson,4,100k+,No,<20k,VerifiedLawyers,No,6
35-44,Female,Ulaanbaatar,Employee,1M-2M,Master,Divorce,SeveralPerYear,5,PersonalContact,TrustIssue,SameDay,2,Yes,Chat,1,Free,Yes,20k-50k,VerifiedLawyers,Yes,8
18-24,Male,Rural,Student,2M-4M,Bachelor,Divorce,Once,2,OnlineSearch,Transparency,<1hr,5,Yes,Chat,3,10k-30k,Maybe,20k-50k,VerifiedLawyers,Maybe,0
35-44,Male,Ulaanbaatar,Student,<1M,Master,Property,Once,3,PersonalContact,HighCost,SeveralDays,5,No,Video,2,10k-30k,Yes,100k+,Reviews,Yes,10
25-34,Other,Other City,Employee,1M-2M,Bachelor,Business,Once,2,LawFirm,Transparency,SameDay,3,No,Chat,1,30k-50k,Maybe,20k-50k,GovPartnership,Maybe,5
25-34,Female,Ulaanbaatar,Student,4M-6M,Doctorate,Business,Once,4,LawFirm,SlowResponse,SameDay,5,No,Phone,1,30k-50k,No,20k-50k,SecurePayments,Yes,2
25-34,Male,Rural,Freelancer,<1M,Bachelor,Divorce,FewYears,4,LawFirm,HighCost,<1hr,1,Maybe,Video,4,10k-30k,Maybe,20k-50k,TransparentPricing,Maybe,3
45-54,Female,Ulaanbaatar,Unemployed,1M-2M,Master,Labor,Once,2,OnlineSearch,SlowResponse,<1hr,5,Yes,Chat,1,30k-50k,Yes,50k-100k,SecurePayments,Yes,10
25-34,Male,Ulaanbaatar,Unemployed,<1M,Master,Business,Once,1,LawFirm,ComplexProcess,SeveralDays,1,Yes,Video,1,30k-50k,Maybe,50k-100k,TransparentPricing,Maybe,9
45-54,Male,Ulaanbaatar,Employee,<1M,Bachelor,Divorce,Once,3,OnlineSearch,Transparency,SeveralDays,4,Maybe,Video,4,Free,Maybe,20k-50k,GovPartnership,No,9
25-34,Female,Ulaanbaatar,Business Owner,<1M,Bachelor,Business,Once,1,PersonalContact,Transparency,Week+,5,No,Chat,2,50k-100k,No,20k-50k,GovPartnership,Maybe,0
25-34,Female,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Business,Once,2,PersonalContact,Transparency,SameDay,5,Yes,Video,1,50k-100k,Maybe,20k-50k,TransparentPricing,Maybe,4
18-24,Male,Rural,Business Owner,1M-2M,HighSchool,Immigration,Yearly,2,PersonalContact,TrustIssue,SameDay,1,Yes,Video,1,10k-30k,Yes,50k-100k,TransparentPricing,Yes,7
35-44,Male,Ulaanbaatar,Unemployed,<1M,Bachelor,Immigration,Once,2,OnlineSearch,SlowResponse,SeveralDays,2,Yes,Chat,1,10k-30k,No,20k-50k,GovPartnership,Maybe,1
45-54,Male,Ulaanbaatar,Student,<1M,Bachelor,Criminal,FewYears,2,PersonalContact,TrustIssue,SeveralDays,4,Maybe,InPerson,2,30k-50k,Yes,20k-50k,SecurePayments,Maybe,2
25-34,Male,Other City,Unemployed,1M-2M,Bachelor,Other,FewYears,4,GovAid,SlowResponse,SameDay,2,No,Chat,5,30k-50k,Yes,<20k,TransparentPricing,Maybe,6
25-34,Female,Other City,Student,1M-2M,Bachelor,Criminal,Once,5,LawFirm,SlowResponse,SameDay,4,Yes,Chat,5,50k-100k,Maybe,<20k,Reviews,Yes,4
25-34,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Labor,Once,3,GovAid,SlowResponse,SameDay,5,Yes,Chat,4,50k-100k,Maybe,20k-50k,VerifiedLawyers,Maybe,4
18-24,Female,Ulaanbaatar,Unemployed,4M-6M,Bachelor,Business,Yearly,4,OnlineSearch,HighCost,<1hr,4,No,Video,1,10k-30k,Maybe,<20k,TransparentPricing,No,0
45-54,Female,Other City,Unemployed,<1M,HighSchool,Business,Yearly,4,OnlineSearch,TrustIssue,<1hr,2,Maybe,Chat,3,50k-100k,Maybe,<20k,VerifiedLawyers,Yes,4
35-44,Female,Rural,Student,<1M,Bachelor,Criminal,FewYears,1,GovAid,ComplexProcess,Week+,2,Maybe,Video,4,100k+,No,20k-50k,Reviews,Maybe,6
25-34,Female,Ulaanbaatar,Employee,Unknown,Master,Immigration,SeveralPerYear,2,LawFirm,Transparency,SameDay,1,Yes,InPerson,4,50k-100k,Yes,20k-50k,SecurePayments,No,4
18-24,Female,Other City,Employee,6M+,HighSchool,Business,FewYears,5,GovAid,ComplexProcess,Week+,5,Yes,Phone,4,10k-30k,No,50k-100k,TransparentPricing,Yes,5
25-34,Female,Other City,Freelancer,4M-6M,Bachelor,Property,FewYears,2,OnlineSearch,HighCost,SameDay,2,Maybe,Phone,4,10k-30k,Yes,50k-100k,GovPartnership,Maybe,6
25-34,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Divorce,Yearly,5,PersonalContact,SlowResponse,SeveralDays,2,Yes,Video,5,30k-50k,Maybe,<20k,Reviews,No,0
18-24,Other,Other City,Unemployed,<1M,Master,Other,Once,3,SocialMedia,ComplexProcess,SameDay,1,No,InPerson,5,100k+,Maybe,<20k,SecurePayments,No,9
35-44,Female,Ulaanbaatar,Student,6M+,Bachelor,Immigration,FewYears,2,LawFirm,Transparency,Week+,2,Yes,InPerson,1,10k-30k,Maybe,20k-50k,Reviews,Yes,1
18-24,Male,Ulaanbaatar,Student,1M-2M,HighSchool,Business,FewYears,3,PersonalContact,ComplexProcess,SeveralDays,3,Yes,Chat,5,30k-50k,No,50k-100k,Reviews,Yes,5
18-24,Female,Ulaanbaatar,Employee,6M+,Bachelor,Criminal,FewYears,2,PersonalContact,ComplexProcess,<1hr,1,Yes,Chat,2,10k-30k,No,50k-100k,Reviews,Maybe,8
18-24,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Business,FewYears,2,PersonalContact,TrustIssue,SameDay,4,Yes,InPerson,1,10k-30k,Yes,20k-50k,Reviews,Yes,0
35-44,Male,Rural,Unemployed,<1M,Master,Other,Once,3,PersonalContact,Transparency,SameDay,3,Yes,Chat,1,10k-30k,Yes,50k-100k,SecurePayments,Maybe,8
25-34,Female,Ulaanbaatar,Freelancer,4M-6M,HighSchool,Divorce,Once,2,OnlineSearch,HighCost,SameDay,5,Maybe,Video,1,Free,No,20k-50k,SecurePayments,Yes,0
35-44,Male,Ulaanbaatar,Employee,1M-2M,Bachelor,Business,Once,5,SocialMedia,TrustIssue,SameDay,4,Yes,Chat,5,Free,Maybe,<20k,VerifiedLawyers,Maybe,4
18-24,Male,Ulaanbaatar,Freelancer,1M-2M,Doctorate,Property,FewYears,2,PersonalContact,HighCost,SeveralDays,3,Maybe,Video,5,10k-30k,Yes,50k-100k,VerifiedLawyers,Maybe,0
25-34,Female,Other City,Student,<1M,HighSchool,Divorce,SeveralPerYear,4,LawFirm,SlowResponse,Week+,1,Maybe,InPerson,2,10k-30k,No,20k-50k,VerifiedLawyers,Maybe,5
45-54,Male,Ulaanbaatar,Student,4M-6M,HighSchool,Criminal,FewYears,5,LawFirm,SlowResponse,SameDay,2,No,Chat,5,50k-100k,Yes,50k-100k,VerifiedLawyers,No,10
25-34,Female,Ulaanbaatar,Employee,2M-4M,Bachelor,Labor,Once,4,LawFirm,HighCost,SeveralDays,2,Maybe,Video,5,10k-30k,No,<20k,Reviews,Yes,3
45-54,Male,Ulaanbaatar,Student,1M-2M,Bachelor,Divorce,FewYears,3,GovAid,HighCost,SameDay,1,Yes,Video,5,10k-30k,Maybe,100k+,TransparentPricing,No,7
55+,Female,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Property,Yearly,3,SocialMedia,SlowResponse,SeveralDays,5,Yes,Chat,2,30k-50k,Yes,50k-100k,VerifiedLawyers,Maybe,1
18-24,Female,Ulaanbaatar,Employee,1M-2M,Bachelor,Divorce,Once,5,LawFirm,HighCost,SameDay,5,Yes,Chat,2,50k-100k,Yes,20k-50k,TransparentPricing,Maybe,8
25-34,Male,Ulaanbaatar,Student,2M-4M,Doctorate,Divorce,Yearly,2,LawFirm,Transparency,SeveralDays,2,Yes,InPerson,4,10k-30k,No,20k-50k,VerifiedLawyers,No,4
25-34,Male,Ulaanbaatar,Employee,<1M,Master,Business,Once,2,OnlineSearch,SlowResponse,SeveralDays,4,Yes,Chat,3,30k-50k,Maybe,<20k,GovPartnership,Maybe,4
18-24,Male,Other City,Employee,1M-2M,Bachelor,Criminal,Once,1,PersonalContact,HighCost,SameDay,1,Maybe,InPerson,2,10k-30k,Maybe,<20k,SecurePayments,No,1
25-34,Male,Ulaanbaatar,Employee,6M+,Bachelor,Divorce,Once,5,PersonalContact,TrustIssue,Week+,2,Yes,Video,3,50k-100k,Yes,20k-50k,VerifiedLawyers,Yes,6
18-24,Male,Other City,Student,2M-4M,Bachelor,Criminal,Once,4,LawFirm,TrustIssue,<1hr,1,Yes,Phone,1,50k-100k,No,20k-50k,TransparentPricing,Maybe,2
25-34,Male,Ulaanbaatar,Employee,4M-6M,Bachelor,Divorce,FewYears,1,PersonalContact,TrustIssue,SameDay,5,Yes,Video,5,30k-50k,No,20k-50k,Reviews,Maybe,10
25-34,Female,Ulaanbaatar,Freelancer,1M-2M,Bachelor,Other,Once,4,PersonalContact,HighCost,SeveralDays,3,Maybe,InPerson,4,10k-30k,Yes,<20k,VerifiedLawyers,Maybe,1
18-24,Male,Ulaanbaatar,Student,2M-4M,Bachelor,Business,Once,8,OnlineSearch,ComplexProcess,SeveralDays,4,Maybe,Video,6,30k-50k,Maybe,20k-50k,VerifiedLawyers,Yes,1
35-44,Male,Ulaanbaatar,Employee,<1M,Bachelor,Criminal,Once,2,PersonalContact,Transparency,<1hr,5,Maybe,Chat,3,30k-50k,Yes,50k-100k,VerifiedLawyers,No,4
25-34,Male,Ulaanbaatar,Employee,2M-4M,Master,Labor,FewYears,4,OnlineSearch,TrustIssue,Week+,4,Yes,Phone,2,50k-100k,Maybe,<20k,GovPartnership,Maybe,4
25-34,Male,Ulaanbaatar,Business Owner,1M-2M,Master,Divorce,Once,4,PersonalContact,SlowResponse,<1hr,1,Yes,Phone,3,50k-100k,Yes,<20k,GovPartnership,No,8
45-54,Other,Ulaanbaatar,Employee,<1M,HighSchool,Other,FewYears,5,PersonalContact,ComplexProcess,SameDay,5,Yes,Video,3,10k-30k,Yes,50k-100k,VerifiedLawyers,No,1
55+,Female,Ulaanbaatar,Unemployed,1M-2M,Bachelor,Criminal,Once,4,PersonalContact,SlowResponse,SameDay,5,Yes,InPerson,2,10k-30k,No,20k-50k,SecurePayments,No,6
18-24,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Immigration,Yearly,5,PersonalContact,SlowResponse,Week+,4,Yes,Video,2,Free,Maybe,20k-50k,Reviews,Yes,5
55+,Female,Ulaanbaatar,Freelancer,<1M,Bachelor,Property,Once,2,GovAid,SlowResponse,<1hr,2,Yes,Chat,4,Free,Maybe,20k-50k,Reviews,Maybe,6
25-34,Female,Rural,Student,1M-2M,Master,Divorce,Once,5,PersonalContact,TrustIssue,SeveralDays,3,Maybe,Chat,1,10k-30k,Yes,50k-100k,SecurePayments,Maybe,10
45-54,Male,Other City,Unemployed,1M-2M,HighSchool,Business,SeveralPerYear,3,PersonalContact,Transparency,SameDay,4,Yes,Video,4,50k-100k,Maybe,20k-50k,GovPartnership,Yes,4
18-24,Female,Ulaanbaatar,Employee,2M-4M,HighSchool,Business,Once,1,OnlineSearch,Transparency,<1hr,4,Maybe,Phone,3,50k-100k,Yes,20k-50k,TransparentPricing,Maybe,2
18-24,Female,Ulaanbaatar,Employee,4M-6M,Master,Divorce,Once,1,PersonalContact,SlowResponse,Week+,5,Maybe,Video,1,100k+,No,100k+,Reviews,Yes,2
18-24,Male,Ulaanbaatar,Freelancer,Unknown,Bachelor,Other,Once,3,GovAid,Transparency,SeveralDays,5,Yes,InPerson,1,30k-50k,Yes,20k-50k,SecurePayments,No,3
25-34,Female,Ulaanbaatar,Student,1M-2M,HighSchool,Criminal,Once,4,PersonalContact,HighCost,Week+,2,No,Phone,4,50k-100k,Yes,50k-100k,SecurePayments,Maybe,9
18-24,Female,Other City,Student,4M-6M,Master,Labor,Once,2,GovAid,ComplexProcess,SameDay,1,Yes,Video,5,50k-100k,No,<20k,GovPartnership,No,0
25-34,Male,Ulaanbaatar,Employee,<1M,Bachelor,Immigration,Once,3,SocialMedia,ComplexProcess,<1hr,5,Yes,Chat,3,30k-50k,Maybe,<20k,GovPartnership,Maybe,2
35-44,Male,Ulaanbaatar,Employee,2M-4M,Bachelor,Immigration,Once,1,SocialMedia,HighCost,Week+,2,Yes,InPerson,4,10k-30k,Yes,20k-50k,VerifiedLawyers,Maybe,4
35-44,Female,Ulaanbaatar,Freelancer,6M+,Master,Divorce,FewYears,4,SocialMedia,SlowResponse,SeveralDays,3,Maybe,Video,2,10k-30k,Yes,20k-50k,SecurePayments,Yes,9
35-44,Male,Other City,Student,Unknown,Master,Divorce,FewYears,4,PersonalContact,Transparency,SameDay,5,Yes,Chat,3,10k-30k,Maybe,20k-50k,SecurePayments,No,0
25-34,Female,Ulaanbaatar,Freelancer,<1M,Bachelor,Immigration,FewYears,1,PersonalContact,Transparency,SameDay,3,Yes,Phone,3,50k-100k,No,<20k,GovPartnership,Yes,1
55+,Male,Other City,Business Owner,1M-2M,Master,Property,Once,2,SocialMedia,SlowResponse,SeveralDays,5,Maybe,InPerson,2,50k-100k,Maybe,20k-50k,VerifiedLawyers,Yes,10
18-24,Female,Ulaanbaatar,Freelancer,1M-2M,HighSchool,Business,SeveralPerYear,3,GovAid,SlowResponse,SameDay,3,Yes,Video,1,10k-30k,Yes,<20k,Reviews,Maybe,0
45-54,Male,Ulaanbaatar,Freelancer,<1M,HighSchool,Labor,FewYears,1,OnlineSearch,SlowResponse,<1hr,1,Yes,Chat,4,10k-30k,Yes,20k-50k,GovPartnership,Yes,3
55+,Female,Ulaanbaatar,Business Owner,2M-4M,Bachelor,Business,Once,4,OnlineSearch,SlowResponse,<1hr,5,Maybe,Chat,3,30k-50k,Yes,50k-100k,TransparentPricing,Maybe,9
18-24,Male,Ulaanbaatar,Student,<1M,HighSchool,Property,SeveralPerYear,4,PersonalContact,SlowResponse,SameDay,5,Maybe,Chat,3,30k-50k,Yes,<20k,TransparentPricing,No,8
25-34,Female,Rural,Employee,<1M,HighSchool,Labor,FewYears,5,OnlineSearch,ComplexProcess,<1hr,3,Yes,Phone,2,10k-30k,No,<20k,SecurePayments,Maybe,0
35-44,Other,Ulaanbaatar,Business Owner,4M-6M,Bachelor,Divorce,FewYears,2,OnlineSearch,SlowResponse,Week+,2,Yes,InPerson,2,100k+,No,<20k,SecurePayments,Maybe,5
25-34,Male,Ulaanbaatar,Student,<1M,Bachelor,Divorce,FewYears,1,LawFirm,HighCost,<1hr,2,Maybe,Chat,2,Free,Maybe,20k-50k,VerifiedLawyers,Maybe,4
55+,Male,Other City,Freelancer,2M-4M,Doctorate,Divorce,Once,5,OnlineSearch,SlowResponse,SeveralDays,1,Yes,Chat,4,10k-30k,Maybe,<20k,VerifiedLawyers,No,0
35-44,Male,Rural,Business Owner,2M-4M,Bachelor,Business,FewYears,2,PersonalContact,TrustIssue,Week+,2,Yes,Chat,1,30k-50k,Maybe,50k-100k,GovPartnership,Maybe,3
25-34,Male,Ulaanbaatar,Business Owner,<1M,HighSchool,Other,SeveralPerYear,3,OnlineSearch,ComplexProcess,SeveralDays,3,Yes,Phone,4,100k+,Yes,50k-100k,GovPartnership,No,5
45-54,Female,Rural,Student,6M+,Bachelor,Other,Once,3,OnlineSearch,SlowResponse,SameDay,2,Yes,Phone,5,30k-50k,Maybe,20k-50k,VerifiedLawyers,Maybe,0
45-54,Female,Other City,Employee,1M-2M,Bachelor,Other,FewYears,3,GovAid,SlowResponse,SameDay,2,Maybe,Video,4,30k-50k,Yes,20k-50k,GovPartnership,Yes,9
35-44,Female,Ulaanbaatar,Business Owner,<1M,Bachelor,Immigration,Once,5,PersonalContact,ComplexProcess,SeveralDays,1,Yes,Chat,1,50k-100k,Maybe,20k-50k,GovPartnership,Maybe,2
25-34,Female,Ulaanbaatar,Employee,1M-2M,HighSchool,Business,FewYears,3,LawFirm,HighCost,SameDay,3,Maybe,Chat,4,10k-30k,Maybe,20k-50k,Reviews,Maybe,8
35-44,Male,Rural,Student,1M-2M,Master,Labor,Once,2,OnlineSearch,TrustIssue,SameDay,2,Yes,Video,5,100k+,Yes,100k+,VerifiedLawyers,Yes,7
55+,Male,Ulaanbaatar,Unemployed,2M-4M,Bachelor,Immigration,Once,4,OnlineSearch,TrustIssue,SeveralDays,5,Yes,Phone,5,30k-50k,Maybe,20k-50k,SecurePayments,No,3
18-24,Male,Ulaanbaatar,Employee,1M-2M,HighSchool,Property,FewYears,2,OnlineSearch,TrustIssue,SameDay,5,Maybe,Chat,5,10k-30k,Maybe,20k-50k,VerifiedLawyers,No,10
